risk_class,pop_night_total,pop_day_total,pop_night_ge65,pop_day_ge65,pop_night_outside,pop_day_outside,poziom,teryt_woj,wojewodztwo,teryt_pow,powiat,teryt_gmi,gmina
niskie ryzyko,269.5570116896499,318.3957662530382,219.51433284804423,270.10786933883577,50.04267884160568,48.28789691420236,powiat,06,LUBELSKIE,0605,janowski,,
wysokie ryzyko,106.7662502819324,98.53467340001892,106.7662502819324,98.53467340001892,0.0,0.0,powiat,06,LUBELSKIE,0605,janowski,,
niskie ryzyko,520.9011123168818,471.20187657209254,413.9340935006344,371.100821410392,106.96701881624752,100.10105516170054,powiat,06,LUBELSKIE,0606,krasnostawski,,
wysokie ryzyko,431.3128959643872,450.0391411135973,402.8249536724762,421.5511988216863,28.48794229191095,28.48794229191095,powiat,06,LUBELSKIE,0606,krasnostawski,,
niskie ryzyko,822.2478798063634,803.1024794811493,648.7328792921412,630.9924126003382,173.51500051422215,172.11006688081122,powiat,06,LUBELSKIE,0607,kraśnicki,,
wysokie ryzyko,677.7715355016558,660.9556488140493,585.2142124543507,568.4536032052062,92.55732304730512,92.50204560884316,powiat,06,LUBELSKIE,0607,kraśnicki,,
niskie ryzyko,813.002587168202,785.5448641470433,650.9234929189424,631.5035325805081,162.07909424925958,154.04133156653504,powiat,06,LUBELSKIE,0608,lubartowski,,
wysokie ryzyko,200.16522085126417,193.81374027484793,169.86824716710234,163.51676659068613,30.296973684161784,30.296973684161784,powiat,06,LUBELSKIE,0608,lubartowski,,
niskie ryzyko,184.15930196195427,170.0909858062077,153.57800829324617,142.78672893417863,30.581293668708117,27.304256872029093,powiat,06,LUBELSKIE,0609,lubelski,,
wysokie ryzyko,70.68565115149968,68.12947952161828,57.849537711844505,55.293366081963114,12.836113439655174,12.836113439655174,powiat,06,LUBELSKIE,0609,lubelski,,
niskie ryzyko,3027.8322879864504,3037.415220603574,1528.5327157747467,1535.4870507362634,1499.299572211704,1501.928169867311,powiat,06,LUBELSKIE,0612,opolski,,
wysokie ryzyko,3100.2131670176777,3083.8777827972126,1978.2725388740844,1966.5655598453711,1121.9406281435936,1117.3122229518412,powiat,06,LUBELSKIE,0612,opolski,,
niskie ryzyko,48.93900314438353,41.76151813338782,48.37099311099471,41.45684457275748,0.5680100333888138,0.3046735606303332,powiat,06,LUBELSKIE,0613,parczewski,,
wysokie ryzyko,14.640566717740017,12.90717870392128,14.640566717740017,12.90717870392128,0.0,0.0,powiat,06,LUBELSKIE,0613,parczewski,,
niskie ryzyko,3653.454683639823,3676.146980571672,3038.303972921073,3042.5407410131106,615.1507107187497,633.6062395585612,powiat,06,LUBELSKIE,0614,puławski,,
wysokie ryzyko,5656.742483668542,5602.161152688263,4949.6013284259625,4892.226074378988,707.1411552425797,709.9350783092741,powiat,06,LUBELSKIE,0614,puławski,,
niskie ryzyko,23.290679146010724,23.37105438644722,16.879834286843035,16.96020952727953,6.410844859167689,6.410844859167689,powiat,06,LUBELSKIE,0615,radzyński,,
niskie ryzyko,2947.232279940146,3109.133849414414,2794.0171414137303,2960.0725232110117,153.21513852641533,149.06132620340202,powiat,06,LUBELSKIE,0616,rycki,,
wysokie ryzyko,6667.167456466084,6528.304429456791,6155.81965940806,6051.545766160481,511.34779705802384,476.7586632963086,powiat,06,LUBELSKIE,0616,rycki,,
niskie ryzyko,120.7035401657112,117.31546031591976,82.98827772466973,81.65131077984617,37.71526244104147,35.664149536073566,powiat,06,LUBELSKIE,0618,tomaszowski,,
wysokie ryzyko,33.593976350714414,67.62106045049903,22.406734093254528,19.86370249036112,11.18724225745989,47.75735796013791,powiat,06,LUBELSKIE,0618,tomaszowski,,
niskie ryzyko,451.60217316012665,442.5964262854294,154.78709676456458,146.77494917746162,296.8150763955621,295.8214771079678,powiat,06,LUBELSKIE,0619,włodawski,,
wysokie ryzyko,448.7716669376583,443.9726924898315,242.26200283185972,237.91657943330023,206.5096641057986,206.05611305653127,powiat,06,LUBELSKIE,0619,włodawski,,
niskie ryzyko,218.82288555542215,200.7644713482763,120.90137218272416,111.70416321460192,97.92151337269804,89.06030813367437,powiat,06,LUBELSKIE,0620,zamojski,,
wysokie ryzyko,73.50395587921307,78.4260960571599,44.2675128553022,46.482728196545295,29.23644302391087,31.94336786061459,powiat,06,LUBELSKIE,0620,zamojski,,
niskie ryzyko,161.55262341677917,144.87167145748802,120.9950861420534,104.32366065276086,40.557537274725775,40.54801080472717,powiat,06,LUBELSKIE,0611,łukowski,,
wysokie ryzyko,156.27541427094738,144.42305159798673,127.89473668066653,116.04237400770587,28.380677590280847,28.38067759028085,powiat,06,LUBELSKIE,0611,łukowski,,
niskie ryzyko,228.99827412291063,228.7528226787696,128.97201948603714,129.65224585848208,100.02625463687352,99.10057682028749,powiat,06,LUBELSKIE,0610,łęczyński,,
wysokie ryzyko,5.5011116769347,5.501111676934699,0.0,0.0,5.5011116769347,5.501111676934699,powiat,06,LUBELSKIE,0610,łęczyński,,
niskie ryzyko,220.9799418205816,216.79234432266824,209.43251399355813,205.2449164956448,11.547427827023414,11.547427827023414,powiat,06,LUBELSKIE,0617,świdnicki,,
wysokie ryzyko,94.61435067860046,93.78899119716424,94.61435067860046,93.78899119716424,0.0,0.0,powiat,06,LUBELSKIE,0617,świdnicki,,
niskie ryzyko,2172.296264171675,2044.905307326098,1922.8202359292711,1792.921436358966,249.4760282424034,251.9838709671317,powiat,08,LUBUSKIE,0861,Gorzów Wielkopolski,,
wysokie ryzyko,2709.3038129062634,2982.888054065744,2593.1202428645056,2873.1358638229285,116.18357004175772,109.75219024281574,powiat,08,LUBUSKIE,0861,Gorzów Wielkopolski,,
niskie ryzyko,91.536693438865,100.5933512710761,55.549912549616565,56.46130296334315,35.986780889248415,44.13204830773295,powiat,08,LUBUSKIE,0862,Zielona Góra,,
wysokie ryzyko,89.08735705282999,80.47887311979929,20.78878078087476,20.27005483028493,68.29857627195523,60.208818289514355,powiat,08,LUBUSKIE,0862,Zielona Góra,,
niskie ryzyko,4037.0086468353416,4042.924806251269,2184.9925031807898,2247.3665366763107,1852.016143654552,1795.5582695749572,powiat,08,LUBUSKIE,0801,gorzowski,,
wysokie ryzyko,1782.817842919912,1888.618704099846,1270.4927756854622,1327.826148188628,512.3250672344498,560.792555911218,powiat,08,LUBUSKIE,0801,gorzowski,,
niskie ryzyko,2002.853690936579,2142.364898711173,1186.3302598497914,1325.8074209237711,816.5234310867876,816.5574777874015,powiat,08,LUBUSKIE,0802,krośnieński,,
wysokie ryzyko,4484.45382421666,4335.672819745779,3813.703569733362,3665.631251528744,670.7502544832975,670.041568217035,powiat,08,LUBUSKIE,0802,krośnieński,,
niskie ryzyko,762.8846929983171,705.0939264359323,463.517375536608,410.454945249331,299.3673174617091,294.6389811866013,powiat,08,LUBUSKIE,0803,międzyrzecki,,
wysokie ryzyko,582.9803559142356,598.0832422365368,439.30445106925265,450.18508200583653,143.67590484498297,147.89816023070023,powiat,08,LUBUSKIE,0803,międzyrzecki,,
niskie ryzyko,1183.1967747859044,1139.0705093373856,849.1820161162535,802.9009455108134,334.0147586696507,336.1695638265722,powiat,08,LUBUSKIE,0804,nowosolski,,
wysokie ryzyko,1991.1787862573296,2164.0278112895876,1605.9988831108826,1781.9513880769284,385.1799031464469,382.0764232126593,powiat,08,LUBUSKIE,0804,nowosolski,,
niskie ryzyko,1085.3612888826656,1071.6165410956887,739.6970327756429,726.6882096866862,345.66425610702265,344.9283314090025,powiat,08,LUBUSKIE,0806,strzelecko-drezdenecki,,
wysokie ryzyko,998.065301944608,947.3807593575434,927.0444439269702,876.3599013399058,71.02085801763764,71.02085801763764,powiat,08,LUBUSKIE,0806,strzelecko-drezdenecki,,
niskie ryzyko,1147.1536062087353,1155.6531665434711,279.03962300367004,276.3796007101222,868.1139832050653,879.2735658333489,powiat,08,LUBUSKIE,0807,sulęciński,,
wysokie ryzyko,874.8814516396171,859.1763935607821,205.0250755857644,203.88925695682565,669.8563760538527,655.2871366039565,powiat,08,LUBUSKIE,0807,sulęciński,,
niskie ryzyko,909.1601661967824,888.4706248857094,169.14951092466072,165.97111745521946,740.0106552721215,722.49950743049,powiat,08,LUBUSKIE,0805,słubicki,,
wysokie ryzyko,811.7119462849915,862.1288554524153,220.06294855780925,237.19574340365307,591.6489977271824,624.9331120487623,powiat,08,LUBUSKIE,0805,słubicki,,
niskie ryzyko,38.46680855690269,33.896874896949555,22.73827954088903,20.585823914657105,15.72852901601366,13.311050982292452,powiat,08,LUBUSKIE,0812,wschowski,,
wysokie ryzyko,25.529267923602063,25.529267923602063,8.833283042631432,8.833283042631432,16.69598488097063,16.69598488097063,powiat,08,LUBUSKIE,0812,wschowski,,
niskie ryzyko,2704.199959645824,2749.637832107427,1242.174650008183,1260.768538849707,1462.025309637641,1488.86929325772,powiat,08,LUBUSKIE,0809,zielonogórski,,
wysokie ryzyko,4196.265895354717,4102.731640958305,2318.246816947591,2272.708336735711,1878.0190784071256,1830.023304222594,powiat,08,LUBUSKIE,0809,zielonogórski,,
niskie ryzyko,3.292905913216197,3.0235277183702056,0.3826381642326015,0.1132599693866102,2.9102677489835953,2.9102677489835953,powiat,08,LUBUSKIE,0808,świebodziński,,
niskie ryzyko,3005.4924596425676,2813.98938221374,2608.519529466873,2433.379734954668,396.9729301756946,380.6096472590719,powiat,08,LUBUSKIE,0810,żagański,,
wysokie ryzyko,5383.624740064309,5235.878730787982,5134.120122088303,5001.902470926,249.504617976005,233.97625986198184,powiat,08,LUBUSKIE,0810,żagański,,
niskie ryzyko,556.8716095298033,558.426486991134,223.4745118979262,217.60258397260267,333.39709763187705,340.8239030185312,powiat,08,LUBUSKIE,0811,żarski,,
wysokie ryzyko,608.7668147730799,602.166328396557,443.6278090037078,410.4021565735531,165.13900576937206,191.76417182300384,powiat,08,LUBUSKIE,0811,żarski,,
niskie ryzyko,1033.8970469142096,1156.3820898674,889.6077787327811,995.5419666727508,144.28926818142844,160.84012319464932,powiat,14,MAZOWIECKIE,1461,Ostrołęka,,
wysokie ryzyko,4601.530757349791,4487.942322339255,4342.289271427642,4229.222440217038,259.24148592214766,258.7198821222179,powiat,14,MAZOWIECKIE,1461,Ostrołęka,,
niskie ryzyko,423.3996051585443,438.7729220131233,239.6832843160716,255.61773355148352,183.7163208424727,183.15518846163977,powiat,14,MAZOWIECKIE,1462,Płock,,
wysokie ryzyko,875.5143198418293,821.6794390737894,737.2038226934062,683.3689419253662,138.31049714842305,138.31049714842305,powiat,14,MAZOWIECKIE,1462,Płock,,
niskie ryzyko,165.29999640801114,161.9832033704197,103.30651398969488,100.03873685858451,61.99348241831627,61.94446651183516,powiat,14,MAZOWIECKIE,1463,Radom,,
wysokie ryzyko,37.55587815022407,36.46327344473089,0.0,0.0,37.55587815022407,36.46327344473089,powiat,14,MAZOWIECKIE,1463,Radom,,
niskie ryzyko,100609.02001852888,99116.40242339592,97728.26874284126,96290.01364634876,2880.7512756876367,2826.388777047161,powiat,14,MAZOWIECKIE,1465,Warszawa,,
wysokie ryzyko,311591.58370751794,310511.00563066977,309241.67661395954,308164.3999454881,2349.9070935584477,2346.6056851816493,powiat,14,MAZOWIECKIE,1465,Warszawa,,
niskie ryzyko,530.4492736635248,522.9396752967888,363.9908054869202,357.4213358225233,166.45846817660467,165.5183394742655,powiat,14,MAZOWIECKIE,1401,białobrzeski,,
wysokie ryzyko,2233.8339866892065,2211.776813021265,2037.7322412375129,2014.3574924303307,196.10174545169392,197.4193205909341,powiat,14,MAZOWIECKIE,1401,białobrzeski,,
niskie ryzyko,247.4570648598228,286.56814697227463,211.6902559150409,250.80133802749268,35.76680894478195,35.76680894478195,powiat,14,MAZOWIECKIE,1402,ciechanowski,,
wysokie ryzyko,198.48986782823263,177.12679376032278,198.48986782823263,177.12679376032278,0.0,0.0,powiat,14,MAZOWIECKIE,1402,ciechanowski,,
niskie ryzyko,4313.184846212362,4252.426911570243,1805.7966453491924,1768.3706922607844,2507.388200863169,2484.056219309458,powiat,14,MAZOWIECKIE,1403,garwoliński,,
wysokie ryzyko,3272.834094608012,3289.230045832574,1590.462707183273,1566.7696361155597,1682.3713874247387,1722.4604097170145,powiat,14,MAZOWIECKIE,1403,garwoliński,,
niskie ryzyko,130.1963266815,123.48441838884482,126.63501695958638,119.92310866693116,3.5613097219136343,3.561309721913634,powiat,14,MAZOWIECKIE,1404,gostyniński,,
wysokie ryzyko,38.17215074773547,22.821420213599964,38.17215074773547,22.821420213599964,0.0,0.0,powiat,14,MAZOWIECKIE,1404,gostyniński,,
niskie ryzyko,91.30122675707725,90.79604468073548,8.165401509413986,8.089304154417759,83.13582524766325,82.70674052631772,powiat,14,MAZOWIECKIE,1405,grodziski,,
niskie ryzyko,748.2225061013711,724.7025258933032,601.2354382551888,576.8776147124431,146.98706784618224,147.82491118086006,powiat,14,MAZOWIECKIE,1406,grójecki,,
wysokie ryzyko,995.8179574674404,960.2516152288554,855.9084042883635,820.661200115419,139.90955317907685,139.5904151134365,powiat,14,MAZOWIECKIE,1406,grójecki,,
niskie ryzyko,6881.026138077946,6734.8034096073425,3463.57685742122,3358.42125600764,3417.4492806567255,3376.382153599703,powiat,14,MAZOWIECKIE,1407,kozienicki,,
wysokie ryzyko,6372.999914776831,6476.690913704264,3876.370452521039,3957.1980979981167,2496.629462255793,2519.4928157061477,powiat,14,MAZOWIECKIE,1407,kozienicki,,
niskie ryzyko,24007.158561116583,23555.258544025663,15511.558571109654,15154.954400649738,8495.599990006933,8400.304143375928,powiat,14,MAZOWIECKIE,1408,legionowski,,
wysokie ryzyko,41324.84573076164,41499.800099207794,31659.29230409782,32020.96236547325,9665.55342666382,9478.83773373455,powiat,14,MAZOWIECKIE,1408,legionowski,,
niskie ryzyko,1067.1186725238224,1056.904354178498,630.3691950651023,618.7984748437118,436.7494774587203,438.10587933478615,powiat,14,MAZOWIECKIE,1409,lipski,,
wysokie ryzyko,602.3632736325684,587.9817270671695,381.4948938174411,370.3543947233151,220.86837981512727,217.6273323438543,powiat,14,MAZOWIECKIE,1409,lipski,,
niskie ryzyko,970.7979878930012,954.2405903832444,527.611697517815,513.7981480422364,443.18629037518633,440.442442341008,powiat,14,MAZOWIECKIE,1411,makowski,,
wysokie ryzyko,569.6866641530506,555.5790772791995,327.73100395067405,314.54532553332206,241.95566020237655,241.03375174587748,powiat,14,MAZOWIECKIE,1411,makowski,,
niskie ryzyko,253.1574571179139,244.1638206981515,167.5325099988991,158.73425618552417,85.62494711901482,85.42956451262738,powiat,14,MAZOWIECKIE,1412,miński,,
wysokie ryzyko,24.18174055999904,23.91548460803109,6.671097383050924,6.671097383050924,17.510643176948115,17.244387224980162,powiat,14,MAZOWIECKIE,1412,miński,,
niskie ryzyko,120.38938017858568,119.10790691486665,77.23001699863124,76.07825659930955,43.159363179954426,43.02965031555708,powiat,14,MAZOWIECKIE,1413,mławski,,
wysokie ryzyko,17.663325035682625,17.508618853178096,14.156505815989837,14.001799633485303,3.5068192196927894,3.5068192196927894,powiat,14,MAZOWIECKIE,1413,mławski,,
niskie ryzyko,12705.28594852759,12857.551996371336,6658.499374004967,7107.373164189341,6046.786574522625,5750.178832181997,powiat,14,MAZOWIECKIE,1414,nowodworski,,
wysokie ryzyko,24362.357159578187,24027.507115262793,17026.967336382928,16956.641137939063,7335.389823195261,7070.865977323727,powiat,14,MAZOWIECKIE,1414,nowodworski,,
niskie ryzyko,1612.7606023752337,1597.6754172801652,616.4994618671697,608.9051748164608,996.261140508064,988.7702424637046,powiat,14,MAZOWIECKIE,1416,ostrowski,,
wysokie ryzyko,1310.0406820542053,1309.826992987817,481.517053287565,473.5186168623881,828.5236287666404,836.3083761254289,powiat,14,MAZOWIECKIE,1416,ostrowski,,
niskie ryzyko,3040.757576141632,2940.571635813,1584.440923449073,1499.61044880983,1456.3166526925593,1440.96118700317,powiat,14,MAZOWIECKIE,1415,ostrołęcki,,
wysokie ryzyko,2682.0539606658986,2717.162780025273,1769.9310618572,1808.4333700730629,912.122898808698,908.7294099522104,powiat,14,MAZOWIECKIE,1415,ostrołęcki,,
niskie ryzyko,5182.259944748092,5704.267218730847,2641.1428488306897,2731.4461201857084,2541.1170959174015,2972.8210985451387,powiat,14,MAZOWIECKIE,1417,otwocki,,
wysokie ryzyko,5649.685219746035,5555.253008718773,2822.855294327642,2742.13206707857,2826.8299254183935,2813.1209416402044,powiat,14,MAZOWIECKIE,1417,otwocki,,
niskie ryzyko,3410.308287479139,3155.11857539161,2454.1235978694804,2187.564299659064,956.1846896096588,967.554275732546,powiat,14,MAZOWIECKIE,1418,piaseczyński,,
wysokie ryzyko,3294.98201610151,3546.0924926455823,2380.973176434133,2650.3202336209133,914.0088396673766,895.7722590246685,powiat,14,MAZOWIECKIE,1418,piaseczyński,,
niskie ryzyko,750.8497863869528,676.8824956906241,470.314427176854,398.9004510033824,280.5353592100988,277.98204468724157,powiat,14,MAZOWIECKIE,1421,pruszkowski,,
wysokie ryzyko,633.4983467696266,574.9399731129954,518.4716855490467,459.91331189241544,115.02666122057992,115.0266612205799,powiat,14,MAZOWIECKIE,1421,pruszkowski,,
niskie ryzyko,78.10971240121536,75.51849485148331,58.38071843804682,55.78950088831478,19.728993963168545,19.728993963168545,powiat,14,MAZOWIECKIE,1422,przasnyski,,
wysokie ryzyko,16.811048060987993,15.542790104530331,16.811048060987993,15.542790104530331,0.0,0.0,powiat,14,MAZOWIECKIE,1422,przasnyski,,
niskie ryzyko,128.56485017252612,127.29191248672812,51.82144004065901,52.358134473366434,76.74341013186711,74.93377801336169,powiat,14,MAZOWIECKIE,1423,przysuski,,
wysokie ryzyko,156.87248822699542,162.83847022479077,88.74040005228636,83.70804366699177,68.13208817470904,79.13042655779901,powiat,14,MAZOWIECKIE,1423,przysuski,,
niskie ryzyko,1872.388255972094,1738.9073302283423,1441.7745559058624,1369.4805709770685,430.6137000662312,369.4267592512739,powiat,14,MAZOWIECKIE,1424,pułtuski,,
wysokie ryzyko,3465.4688116783027,3229.249454211819,3023.627428205627,2782.9220811894693,441.8413834726754,446.3273730223494,powiat,14,MAZOWIECKIE,1424,pułtuski,,
niskie ryzyko,3983.5465485764194,3997.428152415346,2266.0901996402376,2268.9550377807036,1717.4563489361817,1728.4731146346423,powiat,14,MAZOWIECKIE,1419,płocki,,
wysokie ryzyko,2203.5024587378384,2224.847169477525,1478.1949702202182,1505.5524189002592,725.3074885176203,719.2947505772657,powiat,14,MAZOWIECKIE,1419,płocki,,
niskie ryzyko,1115.3725141884272,1256.1685179167555,816.1883455575597,958.2581323787516,299.18416863086725,297.9103855380038,powiat,14,MAZOWIECKIE,1420,płoński,,
wysokie ryzyko,675.528491419938,613.8541614114882,574.4078956769674,512.9069125742627,101.12059574297058,100.94724883722547,powiat,14,MAZOWIECKIE,1420,płoński,,
niskie ryzyko,249.11373641700337,243.2424953908501,128.21041774742616,122.77549165526496,120.90331866957716,120.46700373558514,powiat,14,MAZOWIECKIE,1425,radomski,,
wysokie ryzyko,43.29618936760469,42.13186885945219,27.607118892259976,26.442798384107476,15.689070475344714,15.689070475344714,powiat,14,MAZOWIECKIE,1425,radomski,,
niskie ryzyko,257.0774716267537,257.60913913178234,54.65770686821981,55.172061956416115,202.41976475853392,202.43707717536623,powiat,14,MAZOWIECKIE,1426,siedlecki,,
wysokie ryzyko,171.9993158585499,170.82097333681114,89.90622969885169,88.80067812135368,82.09308615969823,82.0202952154575,powiat,14,MAZOWIECKIE,1426,siedlecki,,
niskie ryzyko,138.85548830431725,108.099072238597,91.22378713160052,59.87896914712492,47.63170117271672,48.22010309147208,powiat,14,MAZOWIECKIE,1427,sierpecki,,
wysokie ryzyko,50.26358806952385,31.19835961219727,44.96511312399008,25.8998846666635,5.298474945533769,5.298474945533769,powiat,14,MAZOWIECKIE,1427,sierpecki,,
niskie ryzyko,2200.817187376221,2209.247043054507,1393.9001282571446,1408.6014756828909,806.9170591190768,800.6455673716159,powiat,14,MAZOWIECKIE,1428,sochaczewski,,
wysokie ryzyko,1945.256002303471,1913.5690640004505,1404.9641362931357,1378.053737116967,540.2918660103354,535.5153268834832,powiat,14,MAZOWIECKIE,1428,sochaczewski,,
niskie ryzyko,564.0473444148204,545.7709228540244,501.5639758280023,483.2875542672064,62.48336858681804,62.483368586818045,powiat,14,MAZOWIECKIE,1429,sokołowski,,
wysokie ryzyko,417.12587629091337,417.3886591178292,398.9957708125537,399.25855363946954,18.13010547835964,18.13010547835964,powiat,14,MAZOWIECKIE,1429,sokołowski,,
niskie ryzyko,7895.071165322112,7789.142636003353,4547.604756604167,4414.8025865680465,3347.4664087179453,3374.3400494353064,powiat,14,MAZOWIECKIE,1432,warszawski zachodni,,
wysokie ryzyko,18233.057565539555,18173.23619028581,12761.102787110663,12674.781751456809,5471.954778428891,5498.454438829001,powiat,14,MAZOWIECKIE,1432,warszawski zachodni,,
niskie ryzyko,2009.571726230152,1924.370646006071,1008.0965244066902,950.2901224646685,1001.4752018234618,974.080523541403,powiat,14,MAZOWIECKIE,1434,wołomiński,,
