wojewodztwo,powiat,gmina,wojewodztwo_key,powiat_key,gmina_key,siren_records_without_gsm,unique_sites_without_gsm,integration_cost_records_pln,integration_cost_unique_sites_pln
MAZOWIECKIE,kozienicki,Kozienice,mazowieckie,kozienicki,kozienice,12,12,60000,60000
MAZOWIECKIE,lipski,Sienno,mazowieckie,lipski,sienno,12,12,60000,60000
MAZOWIECKIE,miński,Latowicz,mazowieckie,minski,latowicz,12,12,60000,60000
MAZOWIECKIE,ostrowski,Wąsewo,mazowieckie,ostrowski,wasewo,12,12,60000,60000
MAZOWIECKIE,płocki,Stara Biała,mazowieckie,plocki,stara_biala,12,12,60000,60000
MAZOWIECKIE,szydłowiecki,Chlewiska,mazowieckie,szydlowiecki,chlewiska,12,12,60000,60000
MAŁOPOLSKIE,brzeski,Dębno,malopolskie,brzeski,debno,12,12,60000,60000
MAŁOPOLSKIE,dąbrowski,Gręboszów,malopolskie,dabrowski,greboszow,12,12,60000,60000
MAŁOPOLSKIE,gorlicki,Biecz,malopolskie,gorlicki,biecz,12,12,60000,60000
MAŁOPOLSKIE,krakowski,Czernichów,malopolskie,krakowski,czernichow,12,11,60000,55000
MAŁOPOLSKIE,krakowski,Skała,malopolskie,krakowski,skala,12,11,60000,55000
MAŁOPOLSKIE,krakowski,Słomniki,malopolskie,krakowski,slomniki,12,11,60000,55000
MAŁOPOLSKIE,nowosądecki,Grybów,malopolskie,nowosadecki,grybow,12,12,60000,60000
MAŁOPOLSKIE,tarnowski,Żabno,malopolskie,tarnowski,zabno,12,12,60000,60000
MAŁOPOLSKIE,wadowicki,Andrychów,malopolskie,wadowicki,andrychow,12,8,60000,40000
OPOLSKIE,nyski,Głuchołazy,opolskie,nyski,glucholazy,12,12,60000,60000
PODKARPACKIE,leski,Lesko,podkarpackie,leski,lesko,12,11,60000,55000
PODLASKIE,sokólski,Suchowola,podlaskie,sokolski,suchowola,12,12,60000,60000
POMORSKIE,bytowski,Tuchomie,pomorskie,bytowski,tuchomie,12,12,60000,60000
WIELKOPOLSKIE,gnieźnieński,Trzemeszno,wielkopolskie,gnieznienski,trzemeszno,12,12,60000,60000
WIELKOPOLSKIE,gostyński,Piaski,wielkopolskie,gostynski,piaski,12,12,60000,60000
WIELKOPOLSKIE,kaliski,Brzeziny,wielkopolskie,kaliski,brzeziny,12,12,60000,60000
WIELKOPOLSKIE,kaliski,Godziesze Wielkie,wielkopolskie,kaliski,godziesze_wielkie,12,12,60000,60000
WIELKOPOLSKIE,kaliski,Koźminek,wielkopolskie,kaliski,kozminek,12,12,60000,60000
WIELKOPOLSKIE,kaliski,Szczytniki,wielkopolskie,kaliski,szczytniki,12,12,60000,60000
WIELKOPOLSKIE,koniński,Grodziec,wielkopolskie,koninski,grodziec,12,12,60000,60000
WIELKOPOLSKIE,krotoszyński,Krotoszyn,wielkopolskie,krotoszynski,krotoszyn,12,12,60000,60000
WIELKOPOLSKIE,leszczyński,Święciechowa,wielkopolskie,leszczynski,swieciechowa,12,12,60000,60000
WIELKOPOLSKIE,ostrowski,Przygodzice,wielkopolskie,ostrowski,przygodzice,12,12,60000,60000
WIELKOPOLSKIE,ostrzeszowski,Grabów nad Prosną,wielkopolskie,ostrzeszowski,grabow_nad_prosna,12,12,60000,60000
ZACHODNIOPOMORSKIE,goleniowski,Goleniów,zachodniopomorskie,goleniowski,goleniow,12,12,60000,60000
ZACHODNIOPOMORSKIE,wałecki,Wałcz,zachodniopomorskie,walecki,walcz,12,12,60000,60000
ŁÓDZKIE,radomszczański,Lgota Wielka,lodzkie,radomszczanski,lgota_wielka,12,11,60000,55000
ŁÓDZKIE,zduńskowolski,Szadek,lodzkie,zdunskowolski,szadek,12,12,60000,60000
ŚLĄSKIE,m. Żory,Żory,slaskie,m_zory,zory,12,12,60000,60000
ŚWIĘTOKRZYSKIE,kielecki,Morawica,swietokrzyskie,kielecki,morawica,12,11,60000,55000
ŚWIĘTOKRZYSKIE,opatowski,Opatów,swietokrzyskie,opatowski,opatow,12,12,60000,60000
ŚWIĘTOKRZYSKIE,opatowski,Ożarów,swietokrzyskie,opatowski,ozarow,12,12,60000,60000
ŚWIĘTOKRZYSKIE,pińczowski,Pińczów,swietokrzyskie,pinczowski,pinczow,12,12,60000,60000
ŚWIĘTOKRZYSKIE,sandomierski,Sandomierz,swietokrzyskie,sandomierski,sandomierz,12,12,60000,60000
ŚWIĘTOKRZYSKIE,włoszczowski,Krasocin,swietokrzyskie,wloszczowski,krasocin,12,12,60000,60000
ŚWIĘTOKRZYSKIE,włoszczowski,Włoszczowa,swietokrzyskie,wloszczowski,wloszczowa,12,12,60000,60000
DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,dolnoslaskie,dzierzoniowski,dzierzoniow,11,11,55000,55000
DOLNOŚLĄSKIE,lwówecki,Mirsk,dolnoslaskie,lwowecki,mirsk,11,11,55000,55000
DOLNOŚLĄSKIE,strzeliński,Strzelin,dolnoslaskie,strzelinski,strzelin,11,11,55000,55000
DOLNOŚLĄSKIE,ząbkowicki,Kamieniec Ząbkowicki,dolnoslaskie,zabkowicki,kamieniec_zabkowicki,11,11,55000,55000
KUJAWSKO-POMORSKIE,aleksandrowski,Aleksandrów Kujawski,kujawsko_pomorskie,aleksandrowski,aleksandrow_kujawski,11,11,55000,55000
LUBELSKIE,biłgorajski,Józefów,lubelskie,bilgorajski,jozefow,11,10,55000,50000
LUBELSKIE,krasnostawski,Izbica,lubelskie,krasnostawski,izbica,11,11,55000,55000
LUBELSKIE,kraśnicki,Trzydnik Duży,lubelskie,krasnicki,trzydnik_duzy,11,11,55000,55000
LUBELSKIE,lubelski,Konopnica,lubelskie,lubelski,konopnica,11,11,55000,55000
LUBELSKIE,lubelski,Krzczonów,lubelskie,lubelski,krzczonow,11,11,55000,55000
LUBELSKIE,lubelski,Strzyżewice,lubelskie,lubelski,strzyzewice,11,11,55000,55000
LUBELSKIE,opolski,Poniatowa,lubelskie,opolski,poniatowa,11,11,55000,55000
LUBELSKIE,tomaszowski,Tomaszów Lubelski,lubelskie,tomaszowski,tomaszow_lubelski,11,11,55000,55000
LUBELSKIE,zamojski,Krasnobród,lubelskie,zamojski,krasnobrod,11,11,55000,55000
LUBELSKIE,zamojski,Skierbieszów,lubelskie,zamojski,skierbieszow,11,11,55000,55000
MAZOWIECKIE,Warszawa,Ursus,mazowieckie,warszawa,ursus,11,11,55000,55000
MAZOWIECKIE,gostyniński,Gostynin,mazowieckie,gostyninski,gostynin,11,11,55000,55000
MAZOWIECKIE,makowski,Krasnosielc,mazowieckie,makowski,krasnosielc,11,11,55000,55000
MAZOWIECKIE,mławski,Strzegowo,mazowieckie,mlawski,strzegowo,11,11,55000,55000
MAZOWIECKIE,otwocki,Otwock,mazowieckie,otwocki,otwock,11,8,55000,40000
MAZOWIECKIE,przasnyski,Krzynowłoga Mała,mazowieckie,przasnyski,krzynowloga_mala,11,11,55000,55000
MAZOWIECKIE,płocki,Bodzanów,mazowieckie,plocki,bodzanow,11,10,55000,50000
MAZOWIECKIE,płocki,Brudzeń Duży,mazowieckie,plocki,brudzen_duzy,11,11,55000,55000
MAZOWIECKIE,płocki,Mała Wieś,mazowieckie,plocki,mala_wies,11,10,55000,50000
MAZOWIECKIE,sierpecki,Sierpc,mazowieckie,sierpecki,sierpc,11,11,55000,55000
MAZOWIECKIE,sokołowski,Ceranów,mazowieckie,sokolowski,ceranow,11,11,55000,55000
MAZOWIECKIE,warszawski zachodni,Izabelin,mazowieckie,warszawski_zachodni,izabelin,11,11,55000,55000
MAŁOPOLSKIE,suski,Maków Podhalański,malopolskie,suski,makow_podhalanski,11,10,55000,50000
PODKARPACKIE,jarosławski,Pruchnik,podkarpackie,jaroslawski,pruchnik,11,10,55000,50000
PODKARPACKIE,jasielski,Dębowiec,podkarpackie,jasielski,debowiec,11,11,55000,55000
PODKARPACKIE,krośnieński,Rymanów,podkarpackie,krosnienski,rymanow,11,11,55000,55000
PODKARPACKIE,przemyski,Dubiecko,podkarpackie,przemyski,dubiecko,11,11,55000,55000
PODKARPACKIE,przeworski,Kańczuga,podkarpackie,przeworski,kanczuga,11,10,55000,50000
PODKARPACKIE,ropczycko-sędziszowski,Ostrów,podkarpackie,ropczycko_sedziszowski,ostrow,11,8,55000,40000
PODKARPACKIE,ropczycko-sędziszowski,Wielopole Skrzyńskie,podkarpackie,ropczycko_sedziszowski,wielopole_skrzynskie,11,7,55000,35000
PODKARPACKIE,tarnobrzeski,Nowa Dęba,podkarpackie,tarnobrzeski,nowa_deba,11,11,55000,55000
PODLASKIE,wysokomazowiecki,Wysokie Mazowieckie,podlaskie,wysokomazowiecki,wysokie_mazowieckie,11,11,55000,55000
POMORSKIE,człuchowski,Człuchów,pomorskie,czluchowski,czluchow,11,11,55000,55000
POMORSKIE,kwidzyński,Kwidzyn,pomorskie,kwidzynski,kwidzyn,11,11,55000,55000
POMORSKIE,lęborski,Nowa Wieś Lęborska,pomorskie,leborski,nowa_wies_leborska,11,11,55000,55000
POMORSKIE,m. Słupsk,Słupsk,pomorskie,m_slupsk,slupsk,11,11,55000,55000
POMORSKIE,malborski,Malbork,pomorskie,malborski,malbork,11,11,55000,55000
POMORSKIE,malborski,Nowy Staw,pomorskie,malborski,nowy_staw,11,11,55000,55000
POMORSKIE,słupski,Ustka,pomorskie,slupski,ustka,11,11,55000,55000
POMORSKIE,wejherowski,Reda,pomorskie,wejherowski,reda,11,11,55000,55000
WARMIŃSKO-MAZURSKIE,ełcki,Ełk,warminsko_mazurskie,elcki,elk,11,11,55000,55000
WARMIŃSKO-MAZURSKIE,piski,Pisz,warminsko_mazurskie,piski,pisz,11,11,55000,55000
WIELKOPOLSKIE,jarociński,Żerków,wielkopolskie,jarocinski,zerkow,11,11,55000,55000
WIELKOPOLSKIE,kaliski,Żelazków,wielkopolskie,kaliski,zelazkow,11,11,55000,55000
WIELKOPOLSKIE,krotoszyński,Koźmin Wielkopolski,wielkopolskie,krotoszynski,kozmin_wielkopolski,11,11,55000,55000
WIELKOPOLSKIE,nowotomyski,Opalenica,wielkopolskie,nowotomyski,opalenica,11,11,55000,55000
WIELKOPOLSKIE,ostrowski,Odolanów,wielkopolskie,ostrowski,odolanow,11,11,55000,55000
WIELKOPOLSKIE,pleszewski,Pleszew,wielkopolskie,pleszewski,pleszew,11,10,55000,50000
WIELKOPOLSKIE,poznański,Czerwonak,wielkopolskie,poznanski,czerwonak,11,10,55000,50000
WIELKOPOLSKIE,poznański,Murowana Goślina,wielkopolskie,poznanski,murowana_goslina,11,9,55000,45000
WIELKOPOLSKIE,rawicki,Bojanowo,wielkopolskie,rawicki,bojanowo,11,11,55000,55000
WIELKOPOLSKIE,rawicki,Pakosław,wielkopolskie,rawicki,pakoslaw,11,11,55000,55000
ZACHODNIOPOMORSKIE,białogardzki,Białogard,zachodniopomorskie,bialogardzki,bialogard,11,11,55000,55000
ZACHODNIOPOMORSKIE,gryficki,Brojce,zachodniopomorskie,gryficki,brojce,11,11,55000,55000
ZACHODNIOPOMORSKIE,gryfiński,Gryfino,zachodniopomorskie,gryfinski,gryfino,11,11,55000,55000
ZACHODNIOPOMORSKIE,kołobrzeski,Kołobrzeg,zachodniopomorskie,kolobrzeski,kolobrzeg,11,11,55000,55000
ZACHODNIOPOMORSKIE,myśliborski,Myślibórz,zachodniopomorskie,mysliborski,mysliborz,11,11,55000,55000
ŁÓDZKIE,bełchatowski,Bełchatów,lodzkie,belchatowski,belchatow,11,11,55000,55000
ŁÓDZKIE,sieradzki,Brzeźnio,lodzkie,sieradzki,brzeznio,11,11,55000,55000
ŚLĄSKIE,bieruńsko-lędziński,Bieruń,slaskie,bierunsko_ledzinski,bierun,11,9,55000,45000
ŚLĄSKIE,będziński,Siewierz,slaskie,bedzinski,siewierz,11,11,55000,55000
ŚWIĘTOKRZYSKIE,buski,Pacanów,swietokrzyskie,buski,pacanow,11,11,55000,55000
ŚWIĘTOKRZYSKIE,jędrzejowski,Imielno,swietokrzyskie,jedrzejowski,imielno,11,11,55000,55000
ŚWIĘTOKRZYSKIE,jędrzejowski,Słupia,swietokrzyskie,jedrzejowski,slupia,11,11,55000,55000
ŚWIĘTOKRZYSKIE,pińczowski,Działoszyce,swietokrzyskie,pinczowski,dzialoszyce,11,11,55000,55000
DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,dolnoslaskie,klodzki,bystrzyca_klodzka,10,10,50000,50000
DOLNOŚLĄSKIE,lwówecki,Lubomierz,dolnoslaskie,lwowecki,lubomierz,10,9,50000,45000
DOLNOŚLĄSKIE,oławski,Oława,dolnoslaskie,olawski,olawa,10,10,50000,50000
DOLNOŚLĄSKIE,świdnicki,Strzegom,dolnoslaskie,swidnicki,strzegom,10,10,50000,50000
KUJAWSKO-POMORSKIE,bydgoski,Dobrcz,kujawsko_pomorskie,bydgoski,dobrcz,10,8,50000,40000
KUJAWSKO-POMORSKIE,toruński,Chełmża,kujawsko_pomorskie,torunski,chelmza,10,10,50000,50000
KUJAWSKO-POMORSKIE,tucholski,Cekcyn,kujawsko_pomorskie,tucholski,cekcyn,10,10,50000,50000
LUBELSKIE,bialski,Biała Podlaska,lubelskie,bialski,biala_podlaska,10,9,50000,45000
LUBELSKIE,biłgorajski,Księżpol,lubelskie,bilgorajski,ksiezpol,10,10,50000,50000
LUBELSKIE,biłgorajski,Potok Górny,lubelskie,bilgorajski,potok_gorny,10,10,50000,50000
LUBELSKIE,lubartowski,Ostrów Lubelski,lubelskie,lubartowski,ostrow_lubelski,10,9,50000,45000
LUBELSKIE,lubelski,Borzechów,lubelskie,lubelski,borzechow,10,10,50000,50000
LUBELSKIE,opolski,Łaziska,lubelskie,opolski,laziska,10,10,50000,50000
LUBELSKIE,radzyński,Radzyń Podlaski,lubelskie,radzynski,radzyn_podlaski,10,10,50000,50000
LUBELSKIE,tomaszowski,Tyszowce,lubelskie,tomaszowski,tyszowce,10,10,50000,50000
LUBELSKIE,zamojski,Grabowiec,lubelskie,zamojski,grabowiec,10,10,50000,50000
LUBELSKIE,zamojski,Miączyn,lubelskie,zamojski,miaczyn,10,10,50000,50000
LUBELSKIE,zamojski,Sitno,lubelskie,zamojski,sitno,10,10,50000,50000
LUBELSKIE,zamojski,Stary Zamość,lubelskie,zamojski,stary_zamosc,10,10,50000,50000
LUBUSKIE,strzelecko-drezdenecki,Strzelce Krajeńskie,lubuskie,strzelecko_drezdenecki,strzelce_krajenskie,10,10,50000,50000
MAZOWIECKIE,Warszawa,Rembertów,mazowieckie,warszawa,rembertow,10,9,50000,45000
MAZOWIECKIE,Warszawa,Wilanów,mazowieckie,warszawa,wilanow,10,10,50000,50000
MAZOWIECKIE,kozienicki,Głowaczów,mazowieckie,kozienicki,glowaczow,10,8,50000,40000
MAZOWIECKIE,mławski,Stupsk,mazowieckie,mlawski,stupsk,10,10,50000,50000
MAZOWIECKIE,nowodworski,Nasielsk,mazowieckie,nowodworski,nasielsk,10,10,50000,50000
MAZOWIECKIE,ostrowski,Nur,mazowieckie,ostrowski,nur,10,10,50000,50000
MAZOWIECKIE,otwocki,Kołbiel,mazowieckie,otwocki,kolbiel,10,5,50000,25000
MAZOWIECKIE,przasnyski,Jednorożec,mazowieckie,przasnyski,jednorozec,10,10,50000,50000
MAZOWIECKIE,płocki,Bielsk,mazowieckie,plocki,bielsk,10,10,50000,50000
MAZOWIECKIE,płocki,Gąbin,mazowieckie,plocki,gabin,10,9,50000,45000
MAZOWIECKIE,płocki,Wyszogród,mazowieckie,plocki,wyszogrod,10,9,50000,45000
MAZOWIECKIE,płoński,Raciąż,mazowieckie,plonski,raciaz,10,10,50000,50000
MAZOWIECKIE,siedlecki,Skórzec,mazowieckie,siedlecki,skorzec,10,9,50000,45000
MAZOWIECKIE,sierpecki,Gozdowo,mazowieckie,sierpecki,gozdowo,10,10,50000,50000
MAZOWIECKIE,warszawski zachodni,Błonie,mazowieckie,warszawski_zachodni,blonie,10,10,50000,50000
MAZOWIECKIE,warszawski zachodni,Kampinos,mazowieckie,warszawski_zachodni,kampinos,10,10,50000,50000
MAZOWIECKIE,zwoleński,Kazanów,mazowieckie,zwolenski,kazanow,10,10,50000,50000
MAZOWIECKIE,zwoleński,Zwoleń,mazowieckie,zwolenski,zwolen,10,10,50000,50000
MAŁOPOLSKIE,gorlicki,Uście Gorlickie,malopolskie,gorlicki,uscie_gorlickie,10,10,50000,50000
MAŁOPOLSKIE,krakowski,Kocmyrzów-Luborzyca,malopolskie,krakowski,kocmyrzow_luborzyca,10,10,50000,50000
MAŁOPOLSKIE,krakowski,Liszki,malopolskie,krakowski,liszki,10,10,50000,50000
MAŁOPOLSKIE,miechowski,Książ Wielki,malopolskie,miechowski,ksiaz_wielki,10,10,50000,50000
MAŁOPOLSKIE,olkuski,Trzyciąż,malopolskie,olkuski,trzyciaz,10,10,50000,50000
MAŁOPOLSKIE,suski,Jordanów,malopolskie,suski,jordanow,10,8,50000,40000
MAŁOPOLSKIE,wadowicki,Brzeźnica,malopolskie,wadowicki,brzeznica,10,7,50000,35000
MAŁOPOLSKIE,wadowicki,Kalwaria Zebrzydowska,malopolskie,wadowicki,kalwaria_zebrzydowska,10,9,50000,45000
MAŁOPOLSKIE,wadowicki,Wadowice,malopolskie,wadowicki,wadowice,10,8,50000,40000
OPOLSKIE,brzeski,Grodków,opolskie,brzeski,grodkow,10,10,50000,50000
OPOLSKIE,kędzierzyńsko-kozielski,Pawłowiczki,opolskie,kedzierzynsko_kozielski,pawlowiczki,10,10,50000,50000
PODKARPACKIE,leski,Solina,podkarpackie,leski,solina,10,9,50000,45000
PODKARPACKIE,m. Krosno,Krosno,podkarpackie,m_krosno,krosno,10,10,50000,50000
PODKARPACKIE,m. Tarnobrzeg,Tarnobrzeg,podkarpackie,m_tarnobrzeg,tarnobrzeg,10,10,50000,50000
PODKARPACKIE,rzeszowski,Dynów,podkarpackie,rzeszowski,dynow,10,10,50000,50000
PODKARPACKIE,strzyżowski,Niebylec,podkarpackie,strzyzowski,niebylec,10,6,50000,30000
PODKARPACKIE,tarnobrzeski,Baranów Sandomierski,podkarpackie,tarnobrzeski,baranow_sandomierski,10,10,50000,50000
PODLASKIE,białostocki,Tykocin,podlaskie,bialostocki,tykocin,10,10,50000,50000
PODLASKIE,białostocki,Łapy,podlaskie,bialostocki,lapy,10,9,50000,45000
PODLASKIE,siemiatycki,Perlejewo,podlaskie,siemiatycki,perlejewo,10,10,50000,50000
POMORSKIE,bytowski,Bytów,pomorskie,bytowski,bytow,10,10,50000,50000
POMORSKIE,starogardzki,Skarszewy,pomorskie,starogardzki,skarszewy,10,9,50000,45000
POMORSKIE,tczewski,Pelplin,pomorskie,tczewski,pelplin,10,10,50000,50000
POMORSKIE,wejherowski,Rumia,pomorskie,wejherowski,rumia,10,10,50000,50000
WARMIŃSKO-MAZURSKIE,działdowski,Działdowo,warminsko_mazurskie,dzialdowski,dzialdowo,10,10,50000,50000
WARMIŃSKO-MAZURSKIE,mrągowski,Mrągowo,warminsko_mazurskie,mragowski,mragowo,10,10,50000,50000
WIELKOPOLSKIE,chodzieski,Chodzież,wielkopolskie,chodzieski,chodziez,10,9,50000,45000
WIELKOPOLSKIE,czarnkowsko-trzcianecki,Czarnków,wielkopolskie,czarnkowsko_trzcianecki,czarnkow,10,10,50000,50000
WIELKOPOLSKIE,czarnkowsko-trzcianecki,Lubasz,wielkopolskie,czarnkowsko_trzcianecki,lubasz,10,10,50000,50000
WIELKOPOLSKIE,czarnkowsko-trzcianecki,Trzcianka,wielkopolskie,czarnkowsko_trzcianecki,trzcianka,10,10,50000,50000
WIELKOPOLSKIE,grodziski,Kamieniec,wielkopolskie,grodziski,kamieniec,10,10,50000,50000
WIELKOPOLSKIE,jarociński,Kotlin,wielkopolskie,jarocinski,kotlin,10,10,50000,50000
WIELKOPOLSKIE,kaliski,Mycielin,wielkopolskie,kaliski,mycielin,10,10,50000,50000
WIELKOPOLSKIE,kolski,Kłodawa,wielkopolskie,kolski,klodawa,10,10,50000,50000
WIELKOPOLSKIE,kościański,Czempiń,wielkopolskie,koscianski,czempin,10,9,50000,45000
WIELKOPOLSKIE,nowotomyski,Nowy Tomyśl,wielkopolskie,nowotomyski,nowy_tomysl,10,10,50000,50000
WIELKOPOLSKIE,pilski,Ujście,wielkopolskie,pilski,ujscie,10,10,50000,50000
WIELKOPOLSKIE,rawicki,Miejska Górka,wielkopolskie,rawicki,miejska_gorka,10,10,50000,50000
WIELKOPOLSKIE,turecki,Turek,wielkopolskie,turecki,turek,10,10,50000,50000
ŁÓDZKIE,m. Skierniewice,Skierniewice,lodzkie,m_skierniewice,skierniewice,10,10,50000,50000
ŁÓDZKIE,pabianicki,Pabianice,lodzkie,pabianicki,pabianice,10,10,50000,50000
ŁÓDZKIE,piotrkowski,Grabica,lodzkie,piotrkowski,grabica,10,10,50000,50000
ŁÓDZKIE,rawski,Rawa Mazowiecka,lodzkie,rawski,rawa_mazowiecka,10,10,50000,50000
ŁÓDZKIE,łódzki wschodni,Koluszki,lodzkie,lodzki_wschodni,koluszki,10,10,50000,50000
ŚLĄSKIE,myszkowski,Niegowa,slaskie,myszkowski,niegowa,10,10,50000,50000
ŚLĄSKIE,wodzisławski,Wodzisław Śląski,slaskie,wodzislawski,wodzislaw_slaski,10,8,50000,40000
ŚWIĘTOKRZYSKIE,buski,Nowy Korczyn,swietokrzyskie,buski,nowy_korczyn,10,10,50000,50000
ŚWIĘTOKRZYSKIE,jędrzejowski,Nagłowice,swietokrzyskie,jedrzejowski,naglowice,10,10,50000,50000
ŚWIĘTOKRZYSKIE,jędrzejowski,Sędziszów,swietokrzyskie,jedrzejowski,sedziszow,10,10,50000,50000
ŚWIĘTOKRZYSKIE,jędrzejowski,Wodzisław,swietokrzyskie,jedrzejowski,wodzislaw,10,10,50000,50000
ŚWIĘTOKRZYSKIE,konecki,Końskie,swietokrzyskie,konecki,konskie,10,10,50000,50000
ŚWIĘTOKRZYSKIE,opatowski,Tarłów,swietokrzyskie,opatowski,tarlow,10,10,50000,50000
ŚWIĘTOKRZYSKIE,ostrowiecki,Ostrowiec Świętokrzyski,swietokrzyskie,ostrowiecki,ostrowiec_swietokrzyski,10,10,50000,50000
ŚWIĘTOKRZYSKIE,staszowski,Bogoria,swietokrzyskie,staszowski,bogoria,10,10,50000,50000
ŚWIĘTOKRZYSKIE,włoszczowski,Kluczewsko,swietokrzyskie,wloszczowski,kluczewsko,10,10,50000,50000
DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,dolnoslaskie,dzierzoniowski,bielawa,9,9,45000,45000
DOLNOŚLĄSKIE,górowski,Góra,dolnoslaskie,gorowski,gora,9,9,45000,45000
DOLNOŚLĄSKIE,górowski,Niechlów,dolnoslaskie,gorowski,niechlow,9,9,45000,45000
DOLNOŚLĄSKIE,strzeliński,Kondratowice,dolnoslaskie,strzelinski,kondratowice,9,9,45000,45000
DOLNOŚLĄSKIE,świdnicki,Świdnica,dolnoslaskie,swidnicki,swidnica,9,9,45000,45000
KUJAWSKO-POMORSKIE,bydgoski,Solec Kujawski,kujawsko_pomorskie,bydgoski,solec_kujawski,9,8,45000,40000
KUJAWSKO-POMORSKIE,lipnowski,Lipno,kujawsko_pomorskie,lipnowski,lipno,9,9,45000,45000
KUJAWSKO-POMORSKIE,nakielski,Mrocza,kujawsko_pomorskie,nakielski,mrocza,9,9,45000,45000
KUJAWSKO-POMORSKIE,nakielski,Szubin,kujawsko_pomorskie,nakielski,szubin,9,9,45000,45000
KUJAWSKO-POMORSKIE,radziejowski,Piotrków Kujawski,kujawsko_pomorskie,radziejowski,piotrkow_kujawski,9,9,45000,45000
KUJAWSKO-POMORSKIE,sępoleński,Sośno,kujawsko_pomorskie,sepolenski,sosno,9,9,45000,45000
KUJAWSKO-POMORSKIE,sępoleński,Sępólno Krajeńskie,kujawsko_pomorskie,sepolenski,sepolno_krajenskie,9,9,45000,45000
KUJAWSKO-POMORSKIE,toruński,Zławieś Wielka,kujawsko_pomorskie,torunski,zlawies_wielka,9,9,45000,45000
KUJAWSKO-POMORSKIE,wąbrzeski,Płużnica,kujawsko_pomorskie,wabrzeski,pluznica,9,9,45000,45000
KUJAWSKO-POMORSKIE,świecki,Jeżewo,kujawsko_pomorskie,swiecki,jezewo,9,9,45000,45000
LUBELSKIE,chełmski,Sawin,lubelskie,chelmski,sawin,9,9,45000,45000
LUBELSKIE,hrubieszowski,Dołhobyczów,lubelskie,hrubieszowski,dolhobyczow,9,9,45000,45000
LUBELSKIE,hrubieszowski,Werbkowice,lubelskie,hrubieszowski,werbkowice,9,9,45000,45000
LUBELSKIE,janowski,Dzwola,lubelskie,janowski,dzwola,9,9,45000,45000
LUBELSKIE,kraśnicki,Annopol,lubelskie,krasnicki,annopol,9,9,45000,45000
LUBELSKIE,kraśnicki,Szastarka,lubelskie,krasnicki,szastarka,9,9,45000,45000
LUBELSKIE,kraśnicki,Zakrzówek,lubelskie,krasnicki,zakrzowek,9,9,45000,45000
LUBELSKIE,lubartowski,Abramów,lubelskie,lubartowski,abramow,9,9,45000,45000
LUBELSKIE,lubartowski,Jeziorzany,lubelskie,lubartowski,jeziorzany,9,9,45000,45000
LUBELSKIE,lubartowski,Niedźwiada,lubelskie,lubartowski,niedzwiada,9,9,45000,45000
LUBELSKIE,lubartowski,Ostrówek,lubelskie,lubartowski,ostrowek,9,9,45000,45000
LUBELSKIE,lubelski,Niemce,lubelskie,lubelski,niemce,9,9,45000,45000
LUBELSKIE,m. Biała Podlaska,Biała Podlaska,lubelskie,m_biala_podlaska,biala_podlaska,9,8,45000,40000
LUBELSKIE,opolski,Józefów nad Wisłą,lubelskie,opolski,jozefow_nad_wisla,9,9,45000,45000
LUBELSKIE,opolski,Karczmiska,lubelskie,opolski,karczmiska,9,9,45000,45000
LUBELSKIE,puławski,Żyrzyn,lubelskie,pulawski,zyrzyn,9,9,45000,45000
LUBELSKIE,radzyński,Borki,lubelskie,radzynski,borki,9,9,45000,45000
LUBELSKIE,tomaszowski,Ulhówek,lubelskie,tomaszowski,ulhowek,9,9,45000,45000
LUBELSKIE,zamojski,Adamów,lubelskie,zamojski,adamow,9,9,45000,45000
LUBELSKIE,łęczyński,Łęczna,lubelskie,leczynski,leczna,9,9,45000,45000
LUBELSKIE,świdnicki,Świdnik,lubelskie,swidnicki,swidnik,9,9,45000,45000
LUBUSKIE,krośnieński,Krosno Odrzańskie,lubuskie,krosnienski,krosno_odrzanskie,9,9,45000,45000
LUBUSKIE,żagański,Żagań,lubuskie,zaganski,zagan,9,9,45000,45000
MAZOWIECKIE,Warszawa,Włochy,mazowieckie,warszawa,wlochy,9,9,45000,45000
MAZOWIECKIE,białobrzeski,Promna,mazowieckie,bialobrzeski,promna,9,9,45000,45000
MAZOWIECKIE,lipski,Rzeczniów,mazowieckie,lipski,rzeczniow,9,9,45000,45000
MAZOWIECKIE,ostrołęcki,Kadzidło,mazowieckie,ostrolecki,kadzidlo,9,7,45000,35000
MAZOWIECKIE,ostrołęcki,Troszyn,mazowieckie,ostrolecki,troszyn,9,9,45000,45000
MAZOWIECKIE,piaseczyński,Konstancin-Jeziorna,mazowieckie,piaseczynski,konstancin_jeziorna,9,7,45000,35000
MAZOWIECKIE,piaseczyński,Piaseczno,mazowieckie,piaseczynski,piaseczno,9,5,45000,25000
MAZOWIECKIE,płocki,Bulkowo,mazowieckie,plocki,bulkowo,9,9,45000,45000
MAZOWIECKIE,płocki,Drobin,mazowieckie,plocki,drobin,9,8,45000,40000
MAZOWIECKIE,płoński,Naruszewo,mazowieckie,plonski,naruszewo,9,9,45000,45000
MAZOWIECKIE,siedlecki,Kotuń,mazowieckie,siedlecki,kotun,9,8,45000,40000
